entry,offset,encoding,score,string,neighbors_before,neighbors_after
paperweb/bin/Newtonsoft.Json.dll,319697,ascii,3,System.IConvertible.ToType,BsonType | comparisonType | get_ReturnType | returnType,BindToType | MapType | EnumMemberNamesPerType | ReflectionObjectPerType
paperweb/bin/Newtonsoft.Json.dll,319897,ascii,3,get_ConverterType,get_EventHandlerType | JsonContainerType | _genericWrapperType | get_ParameterType,get_ItemConverterType | set_ItemConverterType | _converterType | _resolverType
paperweb/bin/Newtonsoft.Json.dll,319915,ascii,3,get_ItemConverterType,JsonContainerType | _genericWrapperType | get_ParameterType | get_ConverterType,set_ItemConverterType | _converterType | _resolverType | ReadForType
paperweb/bin/Newtonsoft.Json.dll,319937,ascii,3,set_ItemConverterType,_genericWrapperType | get_ParameterType | get_ConverterType | get_ItemConverterType,_converterType | _resolverType | ReadForType | GetCloseTokenForType
paperweb/bin/Newtonsoft.Json.dll,319959,ascii,3,_converterType,get_ParameterType | get_ConverterType | get_ItemConverterType | set_ItemConverterType,_resolverType | ReadForType | GetCloseTokenForType | GetExtensionDataMemberForType
paperweb/bin/Newtonsoft.Json.dll,320858,ascii,3,DateTimeConverterBase,_culture | MethodBase | JsonSerializerInternalBase | InternalDataCollectionBase,get_OrdinalIgnoreCase | ToCamelCase | ParseFalse | AutoCompleteClose
paperweb/bin/Newtonsoft.Json.dll,322496,ascii,3,JsonConverterAttribute,get_HasMemberAttribute | set_HasMemberAttribute | DefaultMemberAttribute | JsonContainerAttribute,OnErrorAttribute | JsonConstructorAttribute | FlagsAttribute | CompilationRelaxationsAttribute
paperweb/bin/Newtonsoft.Json.dll,323031,ascii,3,System.IConvertible.ToSByte,attribute | get_Minute | ZoneMinute | ReadSByte,ReadByte | System.IConvertible.ToByte | Dequeue | Enqueue
paperweb/bin/Newtonsoft.Json.dll,323068,ascii,3,System.IConvertible.ToByte,ZoneMinute | ReadSByte | System.IConvertible.ToSByte | ReadByte,Dequeue | Enqueue | JValue | TValue
paperweb/bin/Newtonsoft.Json.dll,323383,ascii,3,ConvertTokenToXmlValue,existingValue | MatchValue | initialValue | actualValue,GetTokenValue | MinValue | BsonValue | ToValue
paperweb/bin/Newtonsoft.Json.dll,327995,ascii,3,CanConvertToString,SqlString | ReadBooleanString | BsonString | SafeToString,TryConvertToString | ReadAsString | get_DateFormatString | set_DateFormatString
paperweb/bin/Newtonsoft.Json.dll,328014,ascii,3,TryConvertToString,ReadBooleanString | BsonString | SafeToString | CanConvertToString,ReadAsString | get_DateFormatString | set_DateFormatString | previousDateFormatString
paperweb/bin/Newtonsoft.Json.dll,328229,ascii,3,ConvertToInvariantString,formatString | GetString | ReadDateTimeOffsetString | WriteDateTimeOffsetString,ClearRecentString | WriteEscapedJavaScriptString | ToEscapedJavaScriptString | ShouldEscapeJavaScriptString
paperweb/bin/Newtonsoft.Json.dll,329793,ascii,3,System.IConvertible.ToDecimal,_mask | get_Local | DeclareLocal | initial,ReadAsDecimal | ReadNormal | get_IsFinal | get_Ordinal
paperweb/bin/Newtonsoft.Json.dll,330142,ascii,3,TryConvertInternal,InheritsGenericDefinitionInternal | get_HasParameterizedCreatorInternal | SerializeObjectInternal | FromObjectInternal,get_IsLiteral | ContentsEqual | get_IsVirtual | DefineLabel
paperweb/bin/Newtonsoft.Json.dll,330599,ascii,3,CannotConvertNull,CoerceEmptyStringToNull | WriteSchemaDictionaryIfNotNull | WritePropertyIfNotNull | ArgumentNotNull,AllowNull | DisallowNull | Ldnull | System.Xml
paperweb/bin/Newtonsoft.Json.dll,331533,ascii,3,CanConvertFrom,ReadFrom | IsAssignableFrom | ReadTokenFrom | ReadContentFrom,get_Minimum | set_Minimum | get_ExclusiveMinimum | set_ExclusiveMinimum
paperweb/bin/Newtonsoft.Json.dll,331761,ascii,3,System.IConvertible.ToBoolean,ProcessEnum | OptIn | ValidateBoolean | SqlBoolean,ReadAsBoolean | GreaterThan | LessThan | ParseTimeSpan
paperweb/bin/Newtonsoft.Json.dll,333524,ascii,3,JsonConverterCollection,get_UnderlyingCollection | CreateChildrenCollection | DataColumnCollection | TraceListenerCollection,EventDescriptorCollection | PropertyDescriptorCollection | DataRowCollection | KeyCollection
paperweb/bin/Newtonsoft.Json.dll,335289,ascii,3,CanConvertTo,ProcessCarriageReturn | System.IComparable.CompareTo | WriteTo | CopyItemsTo,"System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<System.String,Newtonsoft.Json.Linq.JToken>>.CopyTo | System.Collections.Generic.ICollection<Newtonsoft.Json.Linq.JToken>.CopyTo | System.Collections.ICollection.CopyTo | FieldInfo"
paperweb/bin/Newtonsoft.Json.dll,336430,ascii,3,System.IConvertible.ToChar,set_QuoteChar | _quoteChar | ReadNullChar | indexerOpenChar,ValidIdentifierChar | get_IndentChar | set_IndentChar | _indentChar
paperweb/bin/Newtonsoft.Json.dll,339477,ascii,3,get_Converter,ArrayMultipleIndexFilter | ArrayIndexFilter | QueryFilter | Enter,set_Converter | BsonObjectIdConverter | ReferenceConverter | XmlNodeConverter
paperweb/bin/Newtonsoft.Json.dll,339491,ascii,3,set_Converter,ArrayIndexFilter | QueryFilter | Enter | get_Converter,BsonObjectIdConverter | ReferenceConverter | XmlNodeConverter | DataTableConverter
paperweb/bin/Newtonsoft.Json.dll,339505,ascii,3,BsonObjectIdConverter,QueryFilter | Enter | get_Converter | set_Converter,ReferenceConverter | XmlNodeConverter | DataTableConverter | IsoDateTimeConverter
paperweb/bin/Newtonsoft.Json.dll,339527,ascii,3,ReferenceConverter,Enter | get_Converter | set_Converter | BsonObjectIdConverter,XmlNodeConverter | DataTableConverter | IsoDateTimeConverter | JavaScriptDateTimeConverter
paperweb/bin/Newtonsoft.Json.dll,339546,ascii,3,XmlNodeConverter,get_Converter | set_Converter | BsonObjectIdConverter | ReferenceConverter,DataTableConverter | IsoDateTimeConverter | JavaScriptDateTimeConverter | GetTypeConverter
paperweb/bin/Newtonsoft.Json.dll,339563,ascii,3,DataTableConverter,set_Converter | BsonObjectIdConverter | ReferenceConverter | XmlNodeConverter,IsoDateTimeConverter | JavaScriptDateTimeConverter | GetTypeConverter | GetMatchingConverter
paperweb/bin/Newtonsoft.Json.dll,339582,ascii,3,IsoDateTimeConverter,BsonObjectIdConverter | ReferenceConverter | XmlNodeConverter | DataTableConverter,JavaScriptDateTimeConverter | GetTypeConverter | GetMatchingConverter | get_InternalConverter
paperweb/bin/Newtonsoft.Json.dll,339603,ascii,3,JavaScriptDateTimeConverter,ReferenceConverter | XmlNodeConverter | DataTableConverter | IsoDateTimeConverter,GetTypeConverter | GetMatchingConverter | get_InternalConverter | set_InternalConverter
paperweb/bin/Newtonsoft.Json.dll,339631,ascii,3,GetTypeConverter,XmlNodeConverter | DataTableConverter | IsoDateTimeConverter | JavaScriptDateTimeConverter,GetMatchingConverter | get_InternalConverter | set_InternalConverter | get_ItemConverter
paperweb/bin/Newtonsoft.Json.dll,339648,ascii,3,GetMatchingConverter,DataTableConverter | IsoDateTimeConverter | JavaScriptDateTimeConverter | GetTypeConverter,get_InternalConverter | set_InternalConverter | get_ItemConverter | set_ItemConverter
paperweb/bin/Newtonsoft.Json.dll,339669,ascii,3,get_InternalConverter,IsoDateTimeConverter | JavaScriptDateTimeConverter | GetTypeConverter | GetMatchingConverter,set_InternalConverter | get_ItemConverter | set_ItemConverter | StringEnumConverter
paperweb/bin/Newtonsoft.Json.dll,339691,ascii,3,set_InternalConverter,JavaScriptDateTimeConverter | GetTypeConverter | GetMatchingConverter | get_InternalConverter,get_ItemConverter | set_ItemConverter | StringEnumConverter | VersionConverter
paperweb/bin/Newtonsoft.Json.dll,339713,ascii,3,get_ItemConverter,GetTypeConverter | GetMatchingConverter | get_InternalConverter | set_InternalConverter,set_ItemConverter | StringEnumConverter | VersionConverter | GetJsonConverter
paperweb/bin/Newtonsoft.Json.dll,339731,ascii,3,set_ItemConverter,GetMatchingConverter | get_InternalConverter | set_InternalConverter | get_ItemConverter,StringEnumConverter | VersionConverter | GetJsonConverter | get_MemberConverter
paperweb/bin/Newtonsoft.Json.dll,339749,ascii,3,StringEnumConverter,get_InternalConverter | set_InternalConverter | get_ItemConverter | set_ItemConverter,VersionConverter | GetJsonConverter | get_MemberConverter | set_MemberConverter
paperweb/bin/Newtonsoft.Json.dll,339769,ascii,3,VersionConverter,set_InternalConverter | get_ItemConverter | set_ItemConverter | StringEnumConverter,GetJsonConverter | get_MemberConverter | set_MemberConverter | EntityKeyMemberConverter
paperweb/bin/Newtonsoft.Json.dll,339786,ascii,3,GetJsonConverter,get_ItemConverter | set_ItemConverter | StringEnumConverter | VersionConverter,get_MemberConverter | set_MemberConverter | EntityKeyMemberConverter | memberConverter
paperweb/bin/Newtonsoft.Json.dll,339803,ascii,3,get_MemberConverter,set_ItemConverter | StringEnumConverter | VersionConverter | GetJsonConverter,set_MemberConverter | EntityKeyMemberConverter | memberConverter | IFormatterConverter
paperweb/bin/Newtonsoft.Json.dll,339823,ascii,3,set_MemberConverter,StringEnumConverter | VersionConverter | GetJsonConverter | get_MemberConverter,EntityKeyMemberConverter | memberConverter | IFormatterConverter | JsonFormatterConverter
paperweb/bin/Newtonsoft.Json.dll,339843,ascii,3,EntityKeyMemberConverter,VersionConverter | GetJsonConverter | get_MemberConverter | set_MemberConverter,memberConverter | IFormatterConverter | JsonFormatterConverter | KeyValuePairConverter
paperweb/bin/Newtonsoft.Json.dll,339868,ascii,3,memberConverter,GetJsonConverter | get_MemberConverter | set_MemberConverter | EntityKeyMemberConverter,IFormatterConverter | JsonFormatterConverter | KeyValuePairConverter | hasConverter
paperweb/bin/Newtonsoft.Json.dll,339884,ascii,3,IFormatterConverter,get_MemberConverter | set_MemberConverter | EntityKeyMemberConverter | memberConverter,JsonFormatterConverter | KeyValuePairConverter | hasConverter | ResolveContractConverter
paperweb/bin/Newtonsoft.Json.dll,339904,ascii,3,JsonFormatterConverter,set_MemberConverter | EntityKeyMemberConverter | memberConverter | IFormatterConverter,KeyValuePairConverter | hasConverter | ResolveContractConverter | System.ComponentModel.ICustomTypeDescriptor.GetConverter
paperweb/bin/Newtonsoft.Json.dll,339927,ascii,3,KeyValuePairConverter,EntityKeyMemberConverter | memberConverter | IFormatterConverter | JsonFormatterConverter,hasConverter | ResolveContractConverter | System.ComponentModel.ICustomTypeDescriptor.GetConverter | DataSetConverter
paperweb/bin/Newtonsoft.Json.dll,339949,ascii,3,hasConverter,memberConverter | IFormatterConverter | JsonFormatterConverter | KeyValuePairConverter,ResolveContractConverter | System.ComponentModel.ICustomTypeDescriptor.GetConverter | DataSetConverter | ComponentConverter
paperweb/bin/Newtonsoft.Json.dll,339962,ascii,3,ResolveContractConverter,IFormatterConverter | JsonFormatterConverter | KeyValuePairConverter | hasConverter,System.ComponentModel.ICustomTypeDescriptor.GetConverter | DataSetConverter | ComponentConverter | CreateCastConverter
paperweb/bin/Newtonsoft.Json.dll,339987,ascii,3,System.ComponentModel.ICustomTypeDescriptor.GetConverter,JsonFormatterConverter | KeyValuePairConverter | hasConverter | ResolveContractConverter,DataSetConverter | ComponentConverter | CreateCastConverter | RegexConverter
paperweb/bin/Newtonsoft.Json.dll,340044,ascii,3,DataSetConverter,KeyValuePairConverter | hasConverter | ResolveContractConverter | System.ComponentModel.ICustomTypeDescriptor.GetConverter,ComponentConverter | CreateCastConverter | RegexConverter | BinaryConverter
paperweb/bin/Newtonsoft.Json.dll,340061,ascii,3,ComponentConverter,hasConverter | ResolveContractConverter | System.ComponentModel.ICustomTypeDescriptor.GetConverter | DataSetConverter,CreateCastConverter | RegexConverter | BinaryConverter | propertyConverter
paperweb/bin/Newtonsoft.Json.dll,340080,ascii,3,CreateCastConverter,ResolveContractConverter | System.ComponentModel.ICustomTypeDescriptor.GetConverter | DataSetConverter | ComponentConverter,RegexConverter | BinaryConverter | propertyConverter | converter
paperweb/bin/Newtonsoft.Json.dll,340100,ascii,3,RegexConverter,System.ComponentModel.ICustomTypeDescriptor.GetConverter | DataSetConverter | ComponentConverter | CreateCastConverter,BinaryConverter | propertyConverter | converter | get_Getter
paperweb/bin/Newtonsoft.Json.dll,340115,ascii,3,BinaryConverter,DataSetConverter | ComponentConverter | CreateCastConverter | RegexConverter,propertyConverter | converter | get_Getter | set_Getter
paperweb/bin/Newtonsoft.Json.dll,340131,ascii,3,propertyConverter,ComponentConverter | CreateCastConverter | RegexConverter | BinaryConverter,converter | get_Getter | set_Getter | get_ExtensionDataGetter
paperweb/bin/Newtonsoft.Json.dll,340149,ascii,3,converter,CreateCastConverter | RegexConverter | BinaryConverter | propertyConverter,get_Getter | set_Getter | get_ExtensionDataGetter | set_ExtensionDataGetter
paperweb/bin/Newtonsoft.Json.dll,341300,ascii,3,GetJsonConverterCreator,get_ISerializableCreator | set_ISerializableCreator | _genericTemporaryCollectionCreator | _genericWrapperCreator,get_DefaultCreator | set_DefaultCreator | createdFromNonDefaultCreator | GetDefaultCreator
paperweb/bin/Newtonsoft.Json.dll,345560,ascii,3,converterArgs,ApplySerializerSettings | get_DefaultSettings | set_DefaultSettings | settings,ListChangedEventArgs | PropertyChangedEventArgs | PropertyChangingEventArgs | ValidationEventArgs
paperweb/bin/Newtonsoft.Json.dll,346073,ascii,3,ConvertDateTimeToJavaScriptTicks,AddTicks | InitialJavaScriptDateTicks | universialTicks | ToUniversalTicks,UniversialTicksToJavaScriptTicks | javaScriptTicks | ticks | set_InitLocals
paperweb/bin/Newtonsoft.Json.dll,346565,ascii,3,ConvertUtils,CollectionUtils | BufferUtils | MiscellaneousUtils | JavaScriptUtils,get_Items | set_Items | WriteItems | get_UniqueItems
paperweb/bin/Newtonsoft.Json.dll,348041,ascii,3,get_ConverterParameters,RuntimeHelpers | SpecialCharacters | get_ContainsGenericParameters | CreateObjectUsingCreatorWithParameters,set_ConverterParameters | get_ItemConverterParameters | set_ItemConverterParameters | converterParameters
paperweb/bin/Newtonsoft.Json.dll,348065,ascii,3,set_ConverterParameters,SpecialCharacters | get_ContainsGenericParameters | CreateObjectUsingCreatorWithParameters | get_ConverterParameters,get_ItemConverterParameters | set_ItemConverterParameters | converterParameters | get_CreatorParameters
paperweb/bin/Newtonsoft.Json.dll,348089,ascii,3,get_ItemConverterParameters,get_ContainsGenericParameters | CreateObjectUsingCreatorWithParameters | get_ConverterParameters | set_ConverterParameters,set_ItemConverterParameters | converterParameters | get_CreatorParameters | _creatorParameters
paperweb/bin/Newtonsoft.Json.dll,348117,ascii,3,set_ItemConverterParameters,CreateObjectUsingCreatorWithParameters | get_ConverterParameters | set_ConverterParameters | get_ItemConverterParameters,converterParameters | get_CreatorParameters | _creatorParameters | get_ConstructorParameters
paperweb/bin/Newtonsoft.Json.dll,348145,ascii,3,converterParameters,get_ConverterParameters | set_ConverterParameters | get_ItemConverterParameters | set_ItemConverterParameters,get_CreatorParameters | _creatorParameters | get_ConstructorParameters | CreateConstructorParameters
paperweb/bin/Newtonsoft.Json.dll,348353,ascii,3,Newtonsoft.Json.Converters,appendDelimiters | get_Filters | set_Filters | filters,get_Converters | set_Converters | BuiltInConverters | CastConverters
paperweb/bin/Newtonsoft.Json.dll,348380,ascii,3,get_Converters,get_Filters | set_Filters | filters | Newtonsoft.Json.Converters,set_Converters | BuiltInConverters | CastConverters | _converters
paperweb/bin/Newtonsoft.Json.dll,348395,ascii,3,set_Converters,set_Filters | filters | Newtonsoft.Json.Converters | get_Converters,BuiltInConverters | CastConverters | _converters | System.Runtime.Serialization.Formatters
paperweb/bin/Newtonsoft.Json.dll,348410,ascii,3,BuiltInConverters,filters | Newtonsoft.Json.Converters | get_Converters | set_Converters,CastConverters | _converters | System.Runtime.Serialization.Formatters | errors
paperweb/bin/Newtonsoft.Json.dll,348428,ascii,3,CastConverters,Newtonsoft.Json.Converters | get_Converters | set_Converters | BuiltInConverters,_converters | System.Runtime.Serialization.Formatters | errors | listAccessors
paperweb/bin/Newtonsoft.Json.dll,348443,ascii,3,_converters,get_Converters | set_Converters | BuiltInConverters | CastConverters,System.Runtime.Serialization.Formatters | errors | listAccessors | GetConstructors
paperweb/bin/Newtonsoft.Json.dll,351845,ascii,3,ConvertResult,FirstOrDefault | TResult | IAsyncResult | ParseResult,result | HexCharToInt | HexTextToInt | Rent
paperweb/bin/Newtonsoft.Json.dll,354313,ascii,3,XmlConvert,start | System.Collections.Generic.IList<Newtonsoft.Json.Linq.JToken>.Insert | System.Collections.IList.Insert | ReaderReadAndAssert,CanConvert | JsonConvert | TryConvert | Callvirt
paperweb/bin/Newtonsoft.Json.dll,354324,ascii,3,CanConvert,System.Collections.Generic.IList<Newtonsoft.Json.Linq.JToken>.Insert | System.Collections.IList.Insert | ReaderReadAndAssert | XmlConvert,JsonConvert | TryConvert | Callvirt | System.ComponentModel.IBindingList.RemoveSort
paperweb/bin/Newtonsoft.Json.dll,354335,ascii,3,JsonConvert,System.Collections.IList.Insert | ReaderReadAndAssert | XmlConvert | CanConvert,TryConvert | Callvirt | System.ComponentModel.IBindingList.RemoveSort | System.ComponentModel.IBindingList.ApplySort
paperweb/bin/Newtonsoft.Json.dll,354347,ascii,3,TryConvert,ReaderReadAndAssert | XmlConvert | CanConvert | JsonConvert,Callvirt | System.ComponentModel.IBindingList.RemoveSort | System.ComponentModel.IBindingList.ApplySort | ConvertOrCast
paperweb/bin/Newtonsoft.Json.dll,354458,ascii,3,ConvertOrCast,TryConvert | Callvirt | System.ComponentModel.IBindingList.RemoveSort | System.ComponentModel.IBindingList.ApplySort,get_Last | CreateShouldSerializeTest | IList | EmptySchemaList
paperweb/bin/Newtonsoft.Json.dll,356841,ascii,3,TypeConvertKey,"MinKey | TEnumeratorKey | System.Collections.Generic.IDictionary<System.String,Newtonsoft.Json.Linq.JToken>.ContainsKey | ResolverContractKey",newKey | MaxKey | ResolveDictionaryKey | dictionaryKey
paperweb/bin/Newtonsoft.Json.dll,359004,utf16le,3,converterType,"Lz_zz | Type | Path '{0}' | , line {0}, position {1}",yyyy'-'MM'-'dd'T'HH':'mm':'ss.FFFFFFFK | Value must be positive. | value | CurrentPropertyName has not been set on scope.
paperweb/bin/Newtonsoft.Json.dll,365258,utf16le,3,Could not convert string to integer: {0}.,new  | Invalid JsonToken:  | The reader's MaxDepth of {0} has been exceeded. | Error reading integer. Unexpected token: {0}.,Error reading string. Unexpected token: {0}. | Unexpected end when reading bytes. | Unexpected token when reading bytes: {0}. | Error reading double. Unexpected token: {0}.
paperweb/bin/Newtonsoft.Json.dll,365676,utf16le,3,Could not convert string to double: {0}.,Error reading string. Unexpected token: {0}. | Unexpected end when reading bytes. | Unexpected token when reading bytes: {0}. | Error reading double. Unexpected token: {0}.,Error reading boolean. Unexpected token: {0}. | Could not convert string to boolean: {0}. | Error reading decimal. Unexpected token: {0}. | Could not convert string to decimal: {0}.
paperweb/bin/Newtonsoft.Json.dll,365850,utf16le,3,Could not convert string to boolean: {0}.,Unexpected token when reading bytes: {0}. | Error reading double. Unexpected token: {0}. | Could not convert string to double: {0}. | Error reading boolean. Unexpected token: {0}.,Error reading decimal. Unexpected token: {0}. | Could not convert string to decimal: {0}. | Error reading date. Unexpected token: {0}. | Could not convert string to DateTime: {0}.
paperweb/bin/Newtonsoft.Json.dll,366026,utf16le,3,Could not convert string to decimal: {0}.,Could not convert string to double: {0}. | Error reading boolean. Unexpected token: {0}. | Could not convert string to boolean: {0}. | Error reading decimal. Unexpected token: {0}.,Error reading date. Unexpected token: {0}. | Could not convert string to DateTime: {0}. | Could not convert string to DateTimeOffset: {0}. | Unexpected end when reading JSON.
paperweb/bin/Newtonsoft.Json.dll,366196,utf16le,3,Could not convert string to DateTime: {0}.,Could not convert string to boolean: {0}. | Error reading decimal. Unexpected token: {0}. | Could not convert string to decimal: {0}. | Error reading date. Unexpected token: {0}.,Could not convert string to DateTimeOffset: {0}. | Unexpected end when reading JSON. | $type | System.Byte[]
paperweb/bin/Newtonsoft.Json.dll,366282,utf16le,3,Could not convert string to DateTimeOffset: {0}.,Error reading decimal. Unexpected token: {0}. | Could not convert string to decimal: {0}. | Error reading date. Unexpected token: {0}. | Could not convert string to DateTime: {0}.,Unexpected end when reading JSON. | $type | System.Byte[] | $value
paperweb/bin/Newtonsoft.Json.dll,371814,utf16le,3,Can not convert null {0} into non-nullable {1}.,creator | Duplicate item already exists for '{0}'. | op_Implicit | op_Explicit,Target type {0} is not a value type or a non-abstract class. | targetType | Can not convert from {0} to {1}. | Unexpected conversion result.
paperweb/bin/Newtonsoft.Json.dll,372054,utf16le,3,Can not convert from {0} to {1}.,op_Explicit | Can not convert null {0} into non-nullable {1}. | Target type {0} is not a value type or a non-abstract class. | targetType,Unexpected conversion result. | initialValue | Could not cast or convert from {0} to {1}. | {null}
paperweb/bin/Newtonsoft.Json.dll,372206,utf16le,3,Could not cast or convert from {0} to {1}.,targetType | Can not convert from {0} to {1}. | Unexpected conversion result. | initialValue,{null} | Unsupported INullable type: {0} | ^[A-Fa-f0-9]{8}-([A-Fa-f0-9]{4}-){3}[A-Fa-f0-9]{12}$ | Invalid hex character: 
paperweb/bin/Newtonsoft.Json.dll,383861,utf16le,3,Error converting value {0} to type '{1}'.,"Cannot call OnSerializing on an array or readonly list, or list created from a non-default constructor: {0}. | Cannot call OnError on an array or readonly list, or list created from a non-default constructor: {0}. | Cannot deserialize readonly or fixed size list: {0}. | Cannot populate list type {0}.",IsSpecified for property '{0}' on {1} set to true. | Read object reference Id '{0}' for {1}. | Error reading object reference '{0}'. | Cannot create and populate list type {0}.
paperweb/bin/Newtonsoft.Json.dll,384829,utf16le,3,Could not convert string '{0}' to dictionary key type '{1}'. Create a TypeConverter to convert from the string to the key type object.,Unable to find a constructor to use for type {0}. | Unable to find a default constructor to use for type {0}. | Started deserializing {0} | Finished deserializing {0},Unexpected token when deserializing object:  | Infinite loop detected from error handling. | Unexpected token when deserializing multidimensional array:  | Unexpected end when deserializing array.
paperweb/bin/Newtonsoft.Json.dll,387130,utf16le,3,Started deserializing {0} with converter {1}.,Deserializing {0} using ISerializable constructor. | Unexpected end when setting {0}'s value. | ISerializable type '{0}' does not have a valid constructor. To correctly implement ISerializable a constructor that takes SerializationInfo and StreamingContext parameters should be present. | Deserializing {0} using creator with parameters: {1}.,"Finished deserializing {0} with converter {1}. | Could not find member '{0}' on {1}. | Could not find member '{0}' on object of type '{1}' | Unable to find a constructor to use for type {0}. A class should either have a default constructor, one constructor with arguments or a constructor marked with the JsonConstructor attribute."
paperweb/bin/Newtonsoft.Json.dll,387222,utf16le,3,Finished deserializing {0} with converter {1}.,Unexpected end when setting {0}'s value. | ISerializable type '{0}' does not have a valid constructor. To correctly implement ISerializable a constructor that takes SerializationInfo and StreamingContext parameters should be present. | Deserializing {0} using creator with parameters: {1}. | Started deserializing {0} with converter {1}.,"Could not find member '{0}' on {1}. | Could not find member '{0}' on object of type '{1}' | Unable to find a constructor to use for type {0}. A class should either have a default constructor, one constructor with arguments or a constructor marked with the JsonConstructor attribute. | Could not find member '{0}' on {1}"
paperweb/bin/Newtonsoft.Json.dll,389501,utf16le,3,Started serializing {0} with converter {1}.,Cannot write a null value for property '{0}'. Property requires a value. | Cannot write a null value for property '{0}'. Property requires a non-null value. | Writing object reference Id '{0}' for {1}. | Writing type name '{0}' for {1}.,Finished serializing {0} with converter {1}. | Type '{0}' implements ISerializable but cannot be serialized using the ISerializable interface because the current application is not fully trusted and ISerializable can expose secure data. | ShouldSerialize result for property '{0}' on {1}: {2} | IsSpecified result for property '{0}' on {1}: {2}
paperweb/bin/Newtonsoft.Json.dll,389589,utf16le,3,Finished serializing {0} with converter {1}.,Cannot write a null value for property '{0}'. Property requires a non-null value. | Writing object reference Id '{0}' for {1}. | Writing type name '{0}' for {1}. | Started serializing {0} with converter {1}.,Type '{0}' implements ISerializable but cannot be serialized using the ISerializable interface because the current application is not fully trusted and ISerializable can expose secure data. | ShouldSerialize result for property '{0}' on {1}: {2} | IsSpecified result for property '{0}' on {1}: {2} | serializerReader
paperweb/bin/Newtonsoft.Json.dll,394931,utf16le,3,Can not convert {0} to Boolean.,container | The parent is missing. | Cannot access child value on {0}. | Cannot set child value on {0}.,Can not convert {0} to DateTimeOffset. | Can not convert {0} to Int64. | Can not convert {0} to DateTime. | Can not convert {0} to Decimal.
paperweb/bin/Newtonsoft.Json.dll,394995,utf16le,3,Can not convert {0} to DateTimeOffset.,The parent is missing. | Cannot access child value on {0}. | Cannot set child value on {0}. | Can not convert {0} to Boolean.,Can not convert {0} to Int64. | Can not convert {0} to DateTime. | Can not convert {0} to Decimal. | Can not convert {0} to Double.
paperweb/bin/Newtonsoft.Json.dll,395073,utf16le,3,Can not convert {0} to Int64.,Cannot access child value on {0}. | Cannot set child value on {0}. | Can not convert {0} to Boolean. | Can not convert {0} to DateTimeOffset.,Can not convert {0} to DateTime. | Can not convert {0} to Decimal. | Can not convert {0} to Double. | Can not convert {0} to Char.
paperweb/bin/Newtonsoft.Json.dll,395133,utf16le,3,Can not convert {0} to DateTime.,Cannot set child value on {0}. | Can not convert {0} to Boolean. | Can not convert {0} to DateTimeOffset. | Can not convert {0} to Int64.,Can not convert {0} to Decimal. | Can not convert {0} to Double. | Can not convert {0} to Char. | Can not convert {0} to Int32.
paperweb/bin/Newtonsoft.Json.dll,395199,utf16le,3,Can not convert {0} to Decimal.,Can not convert {0} to Boolean. | Can not convert {0} to DateTimeOffset. | Can not convert {0} to Int64. | Can not convert {0} to DateTime.,Can not convert {0} to Double. | Can not convert {0} to Char. | Can not convert {0} to Int32. | Can not convert {0} to Int16.
paperweb/bin/Newtonsoft.Json.dll,395263,utf16le,3,Can not convert {0} to Double.,Can not convert {0} to DateTimeOffset. | Can not convert {0} to Int64. | Can not convert {0} to DateTime. | Can not convert {0} to Decimal.,Can not convert {0} to Char. | Can not convert {0} to Int32. | Can not convert {0} to Int16. | Can not convert {0} to UInt16.
paperweb/bin/Newtonsoft.Json.dll,395325,utf16le,3,Can not convert {0} to Char.,Can not convert {0} to Int64. | Can not convert {0} to DateTime. | Can not convert {0} to Decimal. | Can not convert {0} to Double.,Can not convert {0} to Int32. | Can not convert {0} to Int16. | Can not convert {0} to UInt16. | Can not convert {0} to Byte.
paperweb/bin/Newtonsoft.Json.dll,395383,utf16le,3,Can not convert {0} to Int32.,Can not convert {0} to DateTime. | Can not convert {0} to Decimal. | Can not convert {0} to Double. | Can not convert {0} to Char.,Can not convert {0} to Int16. | Can not convert {0} to UInt16. | Can not convert {0} to Byte. | Can not convert {0} to SByte.
paperweb/bin/Newtonsoft.Json.dll,395443,utf16le,3,Can not convert {0} to Int16.,Can not convert {0} to Decimal. | Can not convert {0} to Double. | Can not convert {0} to Char. | Can not convert {0} to Int32.,Can not convert {0} to UInt16. | Can not convert {0} to Byte. | Can not convert {0} to SByte. | Can not convert {0} to Single.
paperweb/bin/Newtonsoft.Json.dll,395503,utf16le,3,Can not convert {0} to UInt16.,Can not convert {0} to Double. | Can not convert {0} to Char. | Can not convert {0} to Int32. | Can not convert {0} to Int16.,Can not convert {0} to Byte. | Can not convert {0} to SByte. | Can not convert {0} to Single. | Can not convert {0} to UInt32.
paperweb/bin/Newtonsoft.Json.dll,395565,utf16le,3,Can not convert {0} to Byte.,Can not convert {0} to Char. | Can not convert {0} to Int32. | Can not convert {0} to Int16. | Can not convert {0} to UInt16.,Can not convert {0} to SByte. | Can not convert {0} to Single. | Can not convert {0} to UInt32. | Can not convert {0} to UInt64.
paperweb/bin/Newtonsoft.Json.dll,395623,utf16le,3,Can not convert {0} to SByte.,Can not convert {0} to Int32. | Can not convert {0} to Int16. | Can not convert {0} to UInt16. | Can not convert {0} to Byte.,Can not convert {0} to Single. | Can not convert {0} to UInt32. | Can not convert {0} to UInt64. | Can not convert {0} to String.
