entry,offset,encoding,score,string,neighbors_before,neighbors_after
paperweb/bin/Mvccom.pdb,31288,ascii,4,filename,CS$0$0002 | CS$0$0003 | CS$0$0004 | CS$0$0005,dire | guid | fileExtension | exts
paperweb/bin/Mvccom.pdb,34632,ascii,4,filename,CS$0$0001 | showpages | htmlBuilder | urlpath,htmlBuilder | detail | CS$0$0000 | CS$0$0001
paperweb/bin/Mvccom.pdb,44088,ascii,4,filename,CS$0$0004 | CS$0$0005 | dname | path,dire | guid | fileExtension | exts
paperweb/bin/Mvccom.pdb,44792,ascii,4,filename,CS$0$0008 | CS$0$0009 | dname | path,dire | guid | fileExtension | istrue
paperweb/bin/Mvccom.pdb,45536,ascii,4,filename,CS$0$0010 | CS$0$0011 | dname | path,dire | guid | fileExtension | exts
paperweb/bin/Mvccom.pdb,47472,ascii,4,filename,CS$0$0013 | CS$0$0014 | dname | path,dire | guid | fileExtension | istrue
paperweb/bin/Mvccom.pdb,48384,ascii,4,filename,ReadFile | objStreamReader | Savelog | CS$0$0000,filename1 | .ctor | USystem | USystem.Collections.Generic
paperweb/bin/Mvccom.pdb,48416,ascii,4,filename1,objStreamReader | Savelog | CS$0$0000 | filename,.ctor | USystem | USystem.Collections.Generic | USystem.Web
paperweb/bin/Mvcmode.dll,70707,ascii,4,get_FileName,get_ContentLength_Now | set_ContentLength_Now | get_ContentLength_All | set_ContentLength_All,set_FileName | get_AllTime | set_AllTime | get_Filesize
paperweb/bin/Mvcmode.dll,70720,ascii,4,set_FileName,set_ContentLength_Now | get_ContentLength_All | set_ContentLength_All | get_FileName,get_AllTime | set_AllTime | get_Filesize | set_Filesize
paperweb/bin/Mvcmode.dll,71038,ascii,4,<FileName>k__BackingField,<Guid>k__BackingField | <Nowtime>k__BackingField | <ContentLength_Now>k__BackingField | <ContentLength_All>k__BackingField,<AllTime>k__BackingField | <Filesize>k__BackingField | <Havesize>k__BackingField | <Percentwidth>k__BackingField
paperweb/bin/Mvcmode.dll,71293,ascii,4,FileName,<Totals>k__BackingField | Nowtime | ContentLength_Now | ContentLength_All,AllTime | Filesize | Havesize | Percentwidth
paperweb/bin/Mvcmode.dll,79394,utf16le,4,OriginalFilename,Mvcmode.dll | LegalCopyright | Copyright  |   2010,Mvcmode.dll | ProductName | Mvcmode | ProductVersion
paperweb/bin/Newtonsoft.Json.dll,443246,utf16le,4,OriginalFilename,LegalCopyright | Copyright  |  James Newton-King 2008 | LegalTrademarks,Newtonsoft.Json.dll | ProductName | Json.NET | ProductVersion
paperweb/bin/PdfCode.dll,18182,ascii,4,infileName,color | BitMapHeaderLen | PpmHeaderLen | ConvertImage,TargetImgType | destImgData | outfileNamePath | toDelete
paperweb/bin/PdfCode.dll,18219,ascii,4,outfileNamePath,ConvertImage | infileName | TargetImgType | destImgData,toDelete | destType | ConvertPgmToPpm | inData
paperweb/bin/PdfCode.dll,22562,utf16le,4,OriginalFilename,PdfCode.dll | LegalCopyright | Copyright  |   2011,PdfCode.dll | ProductName | PdfCode | ProductVersion
paperweb/bin/RouteDebug.dll,10290,utf16le,4,OriginalFilename,RouteDebug.dll | LegalCopyright | Copyright  |   2008,RouteDebug.dll | ProductName | RouteTester | ProductVersion
paperweb/bin/FeiShareLibrary.dll,109148,ascii,3,Convert,Encoding | get_UTF8 | GetBytes | Encrypt,ToBase64String | FromBase64String | Decrypt | GetString
paperweb/bin/FeiShareLibrary.dll,117023,ascii,3,ConvertPDF2Image,pkey | DataReaderRun | Runtext | ReaderCount,pdfInputPath | imageOutputPath | imageName | ispdf
paperweb/bin/FeiShareLibrary.dll,117293,ascii,3,ConvertPdfToTxt,Bitmap32To24SmallUnscaled | Bitmap32To24 | BestPdf | outpath,pdfFilePath | txtDirectoryPath | PdDocGetText | pdDoc
paperweb/bin/FeiShareLibrary.pdb,82989,ascii,3,ConvertPDF2Image,"EG)@)Z)5)= | &4!7 | &4!7 | ,!,!.",USystem | USystem.Drawing | USystem.Drawing.Imaging | USystem.IO
paperweb/bin/FeiShareLibrary.pdb,86617,ascii,3,ConvertPdfToTxt,pdfBitmap | BestPdf | pdfDoc | flag,CS$0$0000 | CS$0$0001 | avDoc | pdDoc
paperweb/bin/FeiShareLibrary.pdb,173662,ascii,3,ConvertPDF2Image,ReaderCount | 06000123 | .cctor | 06000159,06000124 | GetEncoderInfo | 06000125 | Bitmap32To24Small
paperweb/bin/FeiShareLibrary.pdb,173994,ascii,3,ConvertPdfToTxt,Bitmap32To24 | 06000128 | BestPdf | 06000129,0600012a | PdDocGetText | 0600012b | SaveToTiff
paperweb/bin/FeiShareLibrary.pdb,183364,ascii,3,FeiShareLibrary.PdfChange,FeiShareLibrary.Connmanage | ECE5C60D | FeiShareLibrary.DB | 38DFED5B,3DB48D48 | FeiShareLibrary.Data | 8A17B0AB | FeiShareLibrary.Log
paperweb/bin/Mvcb2b.dll,330209,ascii,3,JsonConvert,Encrypt_Pass | DESEncrypt | Decrypt | Newtonsoft.Json,DeserializeObject | Funs | Savelog | op_Equality
paperweb/bin/Mvcb2b.dll,332969,ascii,3,Convert,get_Ismobile | Deledition | EditionNext | Update_Edition_Href,ToBoolean | set_Checked | SetCache_Minute | get_Page
paperweb/bin/Mvcb2b.dll,333822,ascii,3,ConvertJpeg,FileSystemInfo | FileAttributes | get_Name | get_FullName,Jpgwidth | Jpgheight | get_Qualitynum | SmallPicHeight
paperweb/bin/Mvcb2b.dll,338831,ascii,3,ConvertPDF2Image,SmallPic2015 | Random | PdfChange | ImageFormat,Bigfile | <PrivateImplementationDetails>{3F43E367-AF56-455B-AE55-340B821138F2} | $$method0x6000236-1 | TryGetValue
paperweb/bin/Mvcb2b.dll,349769,utf16le,3,http://www.53bk.com/UpData/2015/4/20150411494.jpg,echostr | 53BK | isform | url2,Weixindemo | ^(((13[0-9]{1})|(15[0-9]{1})|(18[0-9]{1}))+\d{8})$ | onclick | return val_num(
paperweb/bin/Mvcb2b.dll,352533,utf16le,3,"(' + CONVERT(varchar, issuedate, 111)+N')') as qi from ","';</script> | e_eachqi | select id,(N' | '+cast(totalqi as varchar) +N'"," order by totalqi  | select count(id) from e_qiclass  where  qiid=  | insert into e_qiclass |             (qiid,classname,classen,classdes,parentid,depth,sortid,isrefer,referurl) "
paperweb/bin/Mvcb2b.dll,358932,utf16le,3,.jpg,pname | pdfpath | PdfProcess/temppdf/ | .txt,.ppm | .gif | .png | <br>
paperweb/bin/Mvcb2b.dll,384839,utf16le,3,"(' + CONVERT(varchar, issuedate, 111)+N')') as qi,issuedate,totalqi,y_qi,qiname from e_eachqi where 1=1 "," and nowyear=@nowyear  |  and nowmonth=@nowmonth  | select id,(N' | '+cast(totalqi as varchar) +N'",  order by  | select count(id) from e_eachqi where 1=1  |  and a.nowyear=@nowyear  |  and a.nowmonth=@nowmonth 
paperweb/bin/Mvcb2b.dll,385386,utf16le,3,"(' + CONVERT(varchar, a.issuedate, 111)+N')') as qi,a.totalqi,a.issuedate,a.totalqi,a.y_qi,a.qiname from e_eachqi as a right join e_eachedition as b on a.id=b.qiid  where 1=1 "," and a.nowyear=@nowyear  |  and a.nowmonth=@nowmonth  | select distinct a.id,(N' | '+cast(a.totalqi as varchar) +N'",  order by a. | select count(distinct a.id) from e_eachqi as a right join e_eachedition as b on a.id=b.qiid where  1=1  | @nowyear | @nowmonth
paperweb/bin/Mvcb2b.dll,386272,utf16le,3,"(' + CONVERT(varchar, issuedate, 111)+N')') as qi,issuedate,totalqi,y_qi,qiname from e_eachqi where id=  @nowqi ","select top 1 id from e_eachqi where 1=0   | select count(id) from e_eachqi where 1=0  | select id,(N' | '+cast(totalqi as varchar) +N'",select count(id) from e_eachqi where id= @nowqi  | @nowqi | y_qi | qiname
paperweb/bin/Mvcb2b.dll,390026,utf16le,3,"<img src=""images/pdf.jpg"" alt="""" /> ","<script type=""text/javascript"">window.opener.document.getElementById("" | "").value="" | "";window.close();</script> | &nbsp;","<img src=""images/jpg.jpg"" alt="""" />  | <img src=""images/gif.jpg"" alt="""" />  | <img src=""images/file.jpg"" alt="""" />  | <img src=""images/di.jpg"" alt="""" /> "
paperweb/bin/Mvcb2b.dll,390100,utf16le,3,"<img src=""images/jpg.jpg"" alt="""" /> ",""").value="" | "";window.close();</script> | &nbsp; | <img src=""images/pdf.jpg"" alt="""" /> ","<img src=""images/gif.jpg"" alt="""" />  | <img src=""images/file.jpg"" alt="""" />  | <img src=""images/di.jpg"" alt="""" />  | DirBrowse.aspx?fpath="
paperweb/bin/Mvcb2b.dll,390174,utf16le,3,"<img src=""images/gif.jpg"" alt="""" /> ",""";window.close();</script> | &nbsp; | <img src=""images/pdf.jpg"" alt="""" />  | <img src=""images/jpg.jpg"" alt="""" /> ","<img src=""images/file.jpg"" alt="""" />  | <img src=""images/di.jpg"" alt="""" />  | DirBrowse.aspx?fpath= | DirBrowse.aspx?fsel="
paperweb/bin/Mvcb2b.dll,390248,utf16le,3,"<img src=""images/file.jpg"" alt="""" /> ","&nbsp; | <img src=""images/pdf.jpg"" alt="""" />  | <img src=""images/jpg.jpg"" alt="""" />  | <img src=""images/gif.jpg"" alt="""" /> ","<img src=""images/di.jpg"" alt="""" />  | DirBrowse.aspx?fpath= | DirBrowse.aspx?fsel= | webdir_txt"
paperweb/bin/Mvcb2b.dll,390332,utf16le,3,"<img src=""images/di.jpg"" alt="""" /> ","<img src=""images/pdf.jpg"" alt="""" />  | <img src=""images/jpg.jpg"" alt="""" />  | <img src=""images/gif.jpg"" alt="""" />  | <img src=""images/file.jpg"" alt="""" /> ",DirBrowse.aspx?fpath= | DirBrowse.aspx?fsel= | webdir_txt | peW[
paperweb/bin/Mvcb2b.dll,404511,utf16le,3,"(' + CONVERT(varchar, issuedate, 111)+N')') as qi from e_eachqi where 1=1 "," and nowyear= |  and nowmonth= | select id,(N' | '+cast(totalqi as varchar) +N'","select count(id) from e_eachqi where 1=1 |  and a.nowyear= |  and a.nowmonth= | select distinct a.id,(N'"
paperweb/bin/Mvcb2b.dll,404926,utf16le,3,"(' + CONVERT(varchar, a.issuedate, 111)+N')') as qi,a.totalqi,a.issuedate from e_eachqi as a right join e_eachedition as b on a.id=b.qiid  where 1=1 "," and a.nowyear= |  and a.nowmonth= | select distinct a.id,(N' | '+cast(a.totalqi as varchar) +N'","select id,(N' | '+cast(totalqi as varchar) +N' | (' + CONVERT(varchar, issuedate, 111)+N')') as qi from e_eachqi where id=  | select count(id) from e_eachqi where id="
paperweb/bin/Mvcb2b.dll,405317,utf16le,3,"(' + CONVERT(varchar, issuedate, 111)+N')') as qi from e_eachqi where id= ","'+cast(a.totalqi as varchar) +N' | (' + CONVERT(varchar, a.issuedate, 111)+N')') as qi,a.totalqi,a.issuedate from e_eachqi as a right join e_eachedition as b on a.id=b.qiid  where 1=1  | select id,(N' | '+cast(totalqi as varchar) +N'","select count(id) from e_eachqi where id= | select distinct a.id,(N' | '+cast(a.totalqi as varchar) +N' | (' +   CONVERT(varchar, a.issuedate, 111)+N')') as qi,a.totalqi from e_eachqi as a right join e_eachedition as b on a.id=b.qiid   order by a.totalqi desc "
paperweb/bin/Mvcb2b.dll,405666,utf16le,3,"(' +   CONVERT(varchar, a.issuedate, 111)+N')') as qi,a.totalqi from e_eachqi as a right join e_eachedition as b on a.id=b.qiid   order by a.totalqi desc ","(' + CONVERT(varchar, issuedate, 111)+N')') as qi from e_eachqi where id=  | select count(id) from e_eachqi where id= | select distinct a.id,(N' | '+cast(a.totalqi as varchar) +N'","<option value="" |  selected=""selected"" | </option> | /Newsadd.aspx"
paperweb/bin/Mvcb2b.dll,413541,utf16le,3,.pdf,');window.location.href='Corpmanage.aspx';</script> | /images/logo.png | VGr Rd | bigpageid,"{ ""pcpath"": """", ""mobilepath"": """"} ],""msg"":"" | ^1Y% | ^Hrb | "",""page"":0 ,""success"":3 }"
paperweb/bin/Mvcb2b.dll,441475,utf16le,3,"(' +   CONVERT(varchar, issuedate, 111)+N')') as qi from e_eachqi  order by totalqi ","showqipdf(' | upqipdfscript | select id,(N' | '+cast(totalqi as varchar) +N'",select top 1 id from e_eachqi  order by totalqi desc  | showmap | extname | upid
paperweb/bin/Mvcb2b.pdb,1151504,ascii,3,Mvcb2b.admin.jquery.PdfProcess,Mvcb2b.admin.Default | C50EE118 | Mvcb2b.admin.jquery.Orderdel | B0D396DD,3C9F328A | Mvcb2b.admin.controls.Dayselect | B250F785 | Mvcb2b.admin.controls.Corp
paperweb/bin/Mvcb2b.pdb,1159884,ascii,3,Mvcb2b.admin.Pdfedit,Mvcb2b.admin.Databak | C4B06FD2 | Mvcb2b.admin.Dingyuemanage | 6A2F2033,5AAB31F6 | Mvcb2b.admin.Pdfmanage | 47696CC7 | Mvcb2b.admin.Adminmenumanage
paperweb/bin/Mvcb2b.pdb,1159980,ascii,3,Mvcb2b.admin.Pdfmanage,Mvcb2b.admin.Dingyuemanage | 6A2F2033 | Mvcb2b.admin.Pdfedit | 5AAB31F6,47696CC7 | Mvcb2b.admin.Adminmenumanage | 983F79BD | Mvcb2b.admin.Pageclassmanage
paperweb/bin/Mvcb2b.pdb,1165876,ascii,3,Mvcb2b.admin.Pdfadd,Mvcb2b.admin.Update_48 | 01D14567 | Mvcb2b.admin.Mobanmanage | 28BA8B72,11B888C7 | Mvcb2b.admin.ProductLimit | F03F1F6D | Mvcb2b.admin.PdfText
paperweb/bin/Mvcb2b.pdb,1166072,ascii,3,Mvcb2b.admin.PdfText,Mvcb2b.admin.Pdfadd | 11B888C7 | Mvcb2b.admin.ProductLimit | F03F1F6D,3035814A | Mvcb2b.admin.login.CheckCode | 8BF7BFA3 | Mvcb2b.admin.jquery.Showfapiao
paperweb/bin/Mvcbll.dll,324875,ascii,3,Convert,get_PaperWebUrl | Urlencode | right | IosUpdate,ToBoolean | set_VersionName | set_Content | set_Url
paperweb/bin/Mvcbll.dll,325309,ascii,3,BitConverter,GetBytes | HashAlgorithm | ComputeHash | Clear,Random | RuntimeHelpers | Array | RuntimeFieldHandle
paperweb/bin/Mvcbll.dll,328070,ascii,3,convertRawImage,PdfCode | ImageConv | PdfReader | PdfByte,Bktype | set_Pagename | set_Pgname | Mvc_log
paperweb/bin/Mvcbll.dll,336215,ascii,3,ConvertJpeg,pdfid | firsturl | isuse | Ishavepic,oldfilewuli | newfilewuli | starlevel | level
paperweb/bin/Mvcbll.pdb,265601,ascii,3,ConvertJpeg,flag | picurl | firsturl | Picids,imgconv | read | jsonString3 | jsonpath
paperweb/bin/Mvcbll.pdb,528498,ascii,3,ConvertJpeg,Delpic | 0600015b | Picids | 0600015c,0600015d | Compare | 060000b6 | Insert
paperweb/bin/Mvccom.dll,69747,ascii,3,JsonConvert,get_InnerText | Char | Trim | Newtonsoft.Json,SerializeObject | HttpContext | Empty | HttpRequest
paperweb/bin/Mvccom.dll,70098,ascii,3,Convert,Byte | Append | ToUpper | DateTime,ToDateTime | get_Month | right | get_Day
paperweb/bin/Mvccom.dll,76236,ascii,3,ConvertToAbsoluteUrls,GetPageSource_Mobile | ProHtml | html | urihost,relativeLocation | ConvertToAbsoluteUrls_Regex | nowpath | HttpPost
paperweb/bin/Mvccom.dll,76275,ascii,3,ConvertToAbsoluteUrls_Regex,html | urihost | ConvertToAbsoluteUrls | relativeLocation,nowpath | HttpPost | sData | sEncoding
paperweb/bin/Mvccom.pdb,24989,ascii,3,Convert,USystem.Linq | USystem.Text | CS$0$0000 | get_IsNumber,CS$0$0000 | FloatString | NumberString | ConvertString
paperweb/bin/Mvccom.pdb,25881,ascii,3,ConvertString,Convert | CS$0$0000 | FloatString | NumberString,Convert2 | Convert3 | %tem | USystem.Web
paperweb/bin/Mvccom.pdb,26093,ascii,3,Convert2,CS$0$0000 | FloatString | NumberString | ConvertString,Convert3 | %tem | USystem.Web | USystem.Text
paperweb/bin/Mvccom.pdb,26297,ascii,3,Convert3,FloatString | NumberString | ConvertString | Convert2,%tem | USystem.Web | USystem.Text | Init
paperweb/bin/Mvccom.pdb,37789,ascii,3,Convert,USystem.Linq | USystem.Text | CS$0$0000 | get_IsNumber,CS$0$0000 | FloatString | NumberString | Convert4
paperweb/bin/Mvccom.pdb,38449,ascii,3,Convert4,Convert | CS$0$0000 | FloatString | NumberString,ConvertString | Convert2 | Convert3 | wenstr
paperweb/bin/Mvccom.pdb,38681,ascii,3,ConvertString,CS$0$0000 | FloatString | NumberString | Convert4,Convert2 | Convert3 | wenstr | tempstr
paperweb/bin/Mvccom.pdb,38893,ascii,3,Convert2,FloatString | NumberString | Convert4 | ConvertString,Convert3 | wenstr | tempstr | urllink
paperweb/bin/Mvccom.pdb,39097,ascii,3,Convert3,NumberString | Convert4 | ConvertString | Convert2,wenstr | tempstr | urllink | wenstr
paperweb/bin/Mvccom.pdb,53508,ascii,3,UNewtonsoft.Json.Converters,USystem.Security.Cryptography | USystem.Text | UFeiShareLibrary | UNewtonsoft.Json,SetValue | GetValu | urlpath | USystem
paperweb/bin/Mvccom.pdb,66308,ascii,3,UNewtonsoft.Json.Converters,USystem.Security.Cryptography | USystem.Text | UFeiShareLibrary | UNewtonsoft.Json,SetValue | GetValue | IsSet | ToXml
paperweb/bin/Mvccom.pdb,86809,ascii,3,ConvertToAbsoluteUrls,resStream | reader | ProHtml | weburl,CS$0$0000 | CS$5$0001 | CS$0$0002 | CS$5$0003
paperweb/bin/Mvccom.pdb,87549,ascii,3,ConvertToAbsoluteUrls_Regex,addr | image | element | addr,hrefreg3 | href1 | tempf | imgreg
paperweb/bin/Mvccom.pdb,111682,ascii,3,Convert,E:\aspnet2.0\hao_elec_all_jia\mvc_elec_jia\Mvccom\Email.cs | E:\asp | get_IsNumber | 06000031,06000032 | FloatString | 06000033 | NumberString
paperweb/bin/Mvccom.pdb,111834,ascii,3,Convert4,FloatString | 06000033 | NumberString | 06000034,06000035 | ConvertString | 06000036 | Convert2
paperweb/bin/Mvccom.pdb,111882,ascii,3,ConvertString,NumberString | 06000034 | Convert4 | 06000035,06000036 | Convert2 | 06000037 | Convert3
paperweb/bin/Mvccom.pdb,111934,ascii,3,Convert2,Convert4 | 06000035 | ConvertString | 06000036,06000037 | Convert3 | 06000038 | Dispose
paperweb/bin/Mvccom.pdb,111982,ascii,3,Convert3,ConvertString | 06000036 | Convert2 | 06000037,06000038 | Dispose | 0600002c | Init
paperweb/bin/Mvccom.pdb,117242,ascii,3,ConvertToAbsoluteUrls,GetPageSource_Mobile | 06000050 | ProHtml | 06000051,06000052 | ConvertToAbsoluteUrls_Regex | 06000053 | HttpPost
paperweb/bin/Mvccom.pdb,117302,ascii,3,ConvertToAbsoluteUrls_Regex,ProHtml | 06000051 | ConvertToAbsoluteUrls | 06000052,06000053 | HttpPost | 06000054 | GetHttpPost
paperweb/bin/Newtonsoft.Json.dll,301991,ascii,3,<CreateCastConverter>b__0,<CreateSerializationErrorCallback>b__0 | <GenerateInternal>b__0 | <CreateMethodCall>b__0 | <IsMethodOverridden>b__0,<set_ReferenceResolver>b__0 | <GetJsonConverterCreator>b__0 | <CreateParameterizedConstructor>b__0 | <CreateDefaultConstructor>b__0
paperweb/bin/Newtonsoft.Json.dll,302045,ascii,3,<GetJsonConverterCreator>b__0,<CreateMethodCall>b__0 | <IsMethodOverridden>b__0 | <CreateCastConverter>b__0 | <set_ReferenceResolver>b__0,<CreateParameterizedConstructor>b__0 | <CreateDefaultConstructor>b__0 | <GetChildPrivateProperties>b__0 | <SetExtensionDataDelegates>b__0
paperweb/bin/Newtonsoft.Json.dll,302636,ascii,3,<GetJsonConverterCreator>b__18_1,<>9__33_1 | <GetExtensionDataMemberForType>b__33_1 | <>c__DisplayClass34_1 | <>9__18_1,<>9__29_1 | <.ctor>b__29_1 | <>9__49_1 | <WriteToken>b__49_1
paperweb/bin/Newtonsoft.Json.dll,303563,ascii,3,CustomCreationConverter`1,EventHandler`1 | CollectionWrapper`1 | IComparer`1 | IEqualityComparer`1,CachedAttributeGetter`1 | Creator`1 | IEnumerator`1 | ObjectConstructor`1
paperweb/bin/Newtonsoft.Json.dll,303803,ascii,3,System.IConvertible.ToUInt32,CS$<>8__locals1 | <>m__Finally1 | __StaticArrayInitTypeSize=12 | <ExecuteFilter>d__12,ReadInt32 | SqlInt32 | System.IConvertible.ToInt32 | ReadAsInt32
paperweb/bin/Newtonsoft.Json.dll,303851,ascii,3,System.IConvertible.ToInt32,<ExecuteFilter>d__12 | System.IConvertible.ToUInt32 | ReadInt32 | SqlInt32,ReadAsInt32 | <AfterSelf>d__42 | __StaticArrayInitTypeSize=52 | <Annotations>d__172
paperweb/bin/Newtonsoft.Json.dll,304244,ascii,3,<Convert>d__14`2,<GetChildPrivateProperties>b__2 | <GetEnumerator>d__2 | <Values>d__11`2 | <>c__13`2,Func`2 | ThreadSafeStore`2 | IGrouping`2 | MethodCall`2
paperweb/bin/Newtonsoft.Json.dll,304581,ascii,3,System.IConvertible.ToUInt64,<t>5__3 | <stepCount>5__3 | SeqRange3 | arg3,ReadInt64 | SqlInt64 | System.IConvertible.ToInt64 | Ldc_I4
paperweb/bin/Newtonsoft.Json.dll,304629,ascii,3,System.IConvertible.ToInt64,arg3 | System.IConvertible.ToUInt64 | ReadInt64 | SqlInt64,Ldc_I4 | <stopIndex>5__4 | <ExecuteFilter>d__4 | SeqRange4
paperweb/bin/Newtonsoft.Json.dll,304748,ascii,3,System.IConvertible.ToUInt16,<ExecuteFilter>d__4 | SeqRange4 | DaysToMonth365 | <positiveStep>5__5,System.IConvertible.ToInt16 | DaysToMonth366 | __StaticArrayInitTypeSize=6 | <t>5__6
paperweb/bin/Newtonsoft.Json.dll,304777,ascii,3,System.IConvertible.ToInt16,SeqRange4 | DaysToMonth365 | <positiveStep>5__5 | System.IConvertible.ToUInt16,DaysToMonth366 | __StaticArrayInitTypeSize=6 | <t>5__6 | <GetEnumerator>d__57
paperweb/bin/Newtonsoft.Json.dll,306080,ascii,3,convertToUtc,Ldloc | Stloc | LocalEastOfUtc | LocalWestOfUtc,get_Id | set_Id | get_PublicId | publicId
paperweb/bin/Newtonsoft.Json.dll,307849,ascii,3,TryConvertGuid,System.Collections.ICollection.get_IsSynchronized | IsValid | Invalid | Void,NewGuid | Uuid | UuidOld | BinaryOld
paperweb/bin/Newtonsoft.Json.dll,308895,ascii,3,<ItemConverterType>k__BackingField,<DeclaringType>k__BackingField | <UnderlyingType>k__BackingField | <CollectionItemType>k__BackingField | <MemberType>k__BackingField,<DictionaryKeyType>k__BackingField | <BinaryType>k__BackingField | <IgnoreSerializableAttribute>k__BackingField | <HasMemberAttribute>k__BackingField
paperweb/bin/Newtonsoft.Json.dll,310534,ascii,3,<Converter>k__BackingField,<EqualityComparer>k__BackingField | <TraceWriter>k__BackingField | <CurrentItemWriter>k__BackingField | <LevelFilter>k__BackingField,<InternalConverter>k__BackingField | <ItemConverter>k__BackingField | <MemberConverter>k__BackingField | <Getter>k__BackingField
paperweb/bin/Newtonsoft.Json.dll,310561,ascii,3,<InternalConverter>k__BackingField,<TraceWriter>k__BackingField | <CurrentItemWriter>k__BackingField | <LevelFilter>k__BackingField | <Converter>k__BackingField,<ItemConverter>k__BackingField | <MemberConverter>k__BackingField | <Getter>k__BackingField | <ExtensionDataGetter>k__BackingField
paperweb/bin/Newtonsoft.Json.dll,310596,ascii,3,<ItemConverter>k__BackingField,<CurrentItemWriter>k__BackingField | <LevelFilter>k__BackingField | <Converter>k__BackingField | <InternalConverter>k__BackingField,<MemberConverter>k__BackingField | <Getter>k__BackingField | <ExtensionDataGetter>k__BackingField | <Setter>k__BackingField
paperweb/bin/Newtonsoft.Json.dll,310627,ascii,3,<MemberConverter>k__BackingField,<LevelFilter>k__BackingField | <Converter>k__BackingField | <InternalConverter>k__BackingField | <ItemConverter>k__BackingField,<Getter>k__BackingField | <ExtensionDataGetter>k__BackingField | <Setter>k__BackingField | <ExtensionDataSetter>k__BackingField
paperweb/bin/Newtonsoft.Json.dll,311824,ascii,3,<ConverterParameters>k__BackingField,<Options>k__BackingField | <Patterns>k__BackingField | <Members>k__BackingField | <SerializeCompilerGeneratedMembers>k__BackingField,<ItemConverterParameters>k__BackingField | <Filters>k__BackingField | <Converters>k__BackingField | <Format>k__BackingField
paperweb/bin/Newtonsoft.Json.dll,311861,ascii,3,<ItemConverterParameters>k__BackingField,<Patterns>k__BackingField | <Members>k__BackingField | <SerializeCompilerGeneratedMembers>k__BackingField | <ConverterParameters>k__BackingField,<Filters>k__BackingField | <Converters>k__BackingField | <Format>k__BackingField | <KeyContract>k__BackingField
paperweb/bin/Newtonsoft.Json.dll,311927,ascii,3,<Converters>k__BackingField,<SerializeCompilerGeneratedMembers>k__BackingField | <ConverterParameters>k__BackingField | <ItemConverterParameters>k__BackingField | <Filters>k__BackingField,<Format>k__BackingField | <KeyContract>k__BackingField | <PropertyContract>k__BackingField | <OriginalObject>k__BackingField
paperweb/bin/Newtonsoft.Json.dll,313607,ascii,3,CreateJsonConverterInstance,Trace | get_Instance | CreateInstance | PushInstance,CastInstance | PushArrayInstance | _instance | ReadReference
paperweb/bin/Newtonsoft.Json.dll,314130,ascii,3,System.IConvertible.GetTypeCode,CodeWScopeCode | get_TypeCode | set_TypeCode | PrimitiveTypeCode,typeCode | get_NameHashCode | GetDeepHashCode | ContentsHashCode
paperweb/bin/Newtonsoft.Json.dll,314899,ascii,3,JsonConverterCreatorCache,_sharedCache | _typeCache | shareCache | TypeAttributeCache,AssociatedMetadataTypesCache | ContractCache | TraceEventCache | EndInvoke
paperweb/bin/Newtonsoft.Json.dll,315501,ascii,3,SerializeConvertable,_enumerable | IDisposable | get_Writable | set_Writable,DeserializeConvertable | IsConvertable | convertable | IFormattable
paperweb/bin/Newtonsoft.Json.dll,315522,ascii,3,DeserializeConvertable,IDisposable | get_Writable | set_Writable | SerializeConvertable,IsConvertable | convertable | IFormattable | CreateISerializable
paperweb/bin/Newtonsoft.Json.dll,315545,ascii,3,IsConvertable,get_Writable | set_Writable | SerializeConvertable | DeserializeConvertable,convertable | IFormattable | CreateISerializable | SerializeISerializable
paperweb/bin/Newtonsoft.Json.dll,315559,ascii,3,convertable,set_Writable | SerializeConvertable | DeserializeConvertable | IsConvertable,IFormattable | CreateISerializable | SerializeISerializable | get_IsVisible
paperweb/bin/Newtonsoft.Json.dll,315641,ascii,3,IsIConvertible,IFormattable | CreateISerializable | SerializeISerializable | get_IsVisible,IsConvertible | ReadDouble | System.IConvertible.ToDouble | ReadAsDouble
paperweb/bin/Newtonsoft.Json.dll,315656,ascii,3,IsConvertible,CreateISerializable | SerializeISerializable | get_IsVisible | IsIConvertible,ReadDouble | System.IConvertible.ToDouble | ReadAsDouble | RuntimeFieldHandle
paperweb/bin/Newtonsoft.Json.dll,315681,ascii,3,System.IConvertible.ToDouble,get_IsVisible | IsIConvertible | IsConvertible | ReadDouble,ReadAsDouble | RuntimeFieldHandle | RuntimeTypeHandle | GetTypeFromHandle
paperweb/bin/Newtonsoft.Json.dll,315778,ascii,3,System.IConvertible.ToSingle,ReadAsDouble | RuntimeFieldHandle | RuntimeTypeHandle | GetTypeFromHandle,_isEndOfFile | get_Title | set_Title | GetTitle
paperweb/bin/Newtonsoft.Json.dll,318010,ascii,3,System.IConvertible.ToDateTime,EnsureDateTime | TryParseDateTime | CreateDateTime | SqlDateTime,ConvertJavaScriptTicksToDateTime | ReadAsDateTime | dateTime | SwitchToLocalTime
paperweb/bin/Newtonsoft.Json.dll,318041,ascii,3,ConvertJavaScriptTicksToDateTime,TryParseDateTime | CreateDateTime | SqlDateTime | System.IConvertible.ToDateTime,ReadAsDateTime | dateTime | SwitchToLocalTime | ToUniversalTime
