topic_id,thread_url,discovered_title,discovered_from,resolved_archive_url,recovered,bytes,reply_markers,external_links,file_refs,attempted_snapshots,excerpt,error
69,http://www.qlsn.com/sdbook/?/69-1-0-1-1.html,期待样报！,201105_root,,no,0,0,,,,,
82,http://www.qlsn.com/sdbook/?/82-1-0-1-1.html,俺也期待样报,201105_root,,no,0,0,,,,,
106,http://www.qlsn.com/sdbook/?/106-1-0-1-1.html,请您给我寄一份样报好吗？,201105_root,,no,0,0,,,,,
601,http://www.qlsn.com/sdbook/?/601-1-0-1-1.html,感谢贵报 邮寄样稿,201105_root,,no,0,0,,,,,
612,http://www.qlsn.com/sdbook/?/612-1-0-1-1.html,齐鲁少年报电子版 每期都应刊登发表稿件的目录,201109_root,https://web.archive.org/web/20110918082534id_/http://www.qlsn.com/sdbook/?/612-1-0-1-1.html,yes,21228,13,,,https://web.archive.org/web/20110918082534id_/http://www.qlsn.com/sdbook/?/612-1-0-1-1.html,"齐鲁少年报电子版 每期都应刊登发表稿件的目录 - 大家留言本 - 齐鲁少年报 登录 注册 忘记密码 网站首页 本版精华 帮助 留言本首页 → 大家留言本 → 浏览主题 主题:齐鲁少年报电子版 每期都应刊登发表稿件的目录 [点击:109] 5 1/1 1 楼主 发表于:2011-5-30 21:29:54 §齐鲁少年报电子版 每期都应刊登发表稿件的目录 最近常登录电子版，发现更新速度很慢，内容也不全，应该有电子版，至少每期的目录得显示出来，哪怕内容就显示少部分，至少大家可以知道，自己的文章能不能发表，版主说有道理么？ 有忍乃有济 无爱即无忧 返回列表 返回顶部 1 楼 发表于:2011-6-11 16:51:11 更新速度 太慢 似乎人手不够 返回列表 返回顶部 2 楼 发表于:2011-7-6 12:32:12 有电子版么 返回列表 返回顶部 3 楼 发表于:2011-7-13 12:33:05 你的意见很好，可以反映给编辑。糖果留 李文婧，女，昵称“糖果” 返回列表 返回顶部 4 楼 发表于:2011-7-21 11:22:31 3楼的楼主请不要一会儿叫妮子一会儿叫糖果 回复：注册的时候随便填的“妮子”，但是我的昵称就是“糖果”。 [帖子最后于:2011-8-26 9:04:31 被 妮子 编辑过] 返回列表 返回顶部 5 楼 发表于:2011-8-26 9:13:52 李文婧，女，昵称“糖果” 返回列表 返回顶部 5 1/1 1 本版言论纯属发表者个人意见,不代表 齐鲁少年报 立场 页面执行时间:93.75ms ,鲁ICP备07011111号 Copyright © 2009 www.qlsn.com",
754,http://www.qlsn.com/sdbook/?/754-1-0-1-1.html,有齐鲁少年报的电子版么,201109_root,http://web.archive.org/web/20110918062218id_/http://www.qlsn.com:80/sdbook/?/754-1-0-1-1.html,yes,21390,9,,,http://web.archive.org/web/20110918062218id_/http://www.qlsn.com:80/sdbook/?/754-1-0-1-1.html,"有齐鲁少年报的电子版么 - 大家留言本 - 齐鲁少年报 登录 注册 忘记密码 网站首页 本版精华 帮助 留言本首页 → 大家留言本 → 浏览主题 主题:有齐鲁少年报的电子版么 [点击:56] 5 1/1 1 楼主 发表于:2011-7-9 11:17:13 §有齐鲁少年报的电子版么 请问，有齐鲁少年的电子版么，告诉网址就可以。 返回列表 返回顶部 1 楼 发表于:2011-7-13 12:32:30 没有，但是网站会定期发布齐鲁少年报的部分内容（如烦恼防火墙、习作天地、老编说事等）糖果留 [帖子最后于:2011-8-26 9:16:08 被 妮子 编辑过] 李文婧，女，昵称“糖果” 返回列表 返回顶部 2 楼 发表于:2011-7-20 12:12:22 老便说事应为老编说事 返回列表 返回顶部 3 楼 发表于:2011-8-26 9:16:28 回复2楼：谢谢，已改正。 李文婧，女，昵称“糖果” 返回列表 返回顶部 4 楼 发表于:2011-9-11 18:45:06 贵报 更新 太慢 似乎 人手不够 有忍乃有济 无爱即无忧 返回列表 返回顶部 5 楼 发表于:2011-9-17 20:22:34 编辑都很忙，一般要隔两周左右更新！ 李文婧，女，昵称“糖果” 返回列表 返回顶部 5 1/1 1 本版言论纯属发表者个人意见,不代表 齐鲁少年报 立场 页面执行时间:93.75ms ,鲁ICP备07011111号 Copyright © 2009 www.qlsn.com",
