page,edition_id,discovery,source_page,asset_url,verification,resolved_url,content_type,bytes,sha256,archive_timestamp,error
A1,326,verified_root_snapshot_reference,https://web.archive.org/web/20220928010853id_/http://szb.cnssiot.cn/,http://szb.cnssiot.cn/Img/2021/12/mobile202112245170816f8aaf438f9a1a9119831a2eab.jpg?editionid=326,unverified,,,,,,https://web.archive.org/web/20220928010853id_/http://szb.cnssiot.cn/Img/2021/12/mobile202112245170816f8aaf438f9a1a9119831a2eab.jpg?editionid=326: HTTPError: HTTP Error 404: NOT FOUND
