resource_url,status,source,resolved_url,content_type,bytes,sha256,fields,assets,endpoints,excerpt,error
http://szb.cnssiot.cn/Content/themes/mobileslide/js/calendarshowblue.js,unrecovered,,,,,,,,,,https://web.archive.org/web/20220928010853id_/http://szb.cnssiot.cn/Content/themes/mobileslide/js/calendarshowblue.js: HTTPError: HTTP Error 404: NOT FOUND | http://szb.cnssiot.cn/Content/themes/mobileslide/js/calendarshowblue.js: URLError: <urlopen error [Errno -3] Temporary failure in name resolution> | https://szb.cnssiot.cn/Content/themes/mobileslide/js/calendarshowblue.js: URLError: <urlopen error [Errno -2] Name or service not known>
http://szb.cnssiot.cn/Content/themes/mobileslide/js/slidedata.js?t=20200930,unrecovered,,,,,,,,,,https://web.archive.org/web/20220928010853id_/http://szb.cnssiot.cn/Content/themes/mobileslide/js/slidedata.js?t=20200930: HTTPError: HTTP Error 404: NOT FOUND | https://web.archive.org/web/20220928010853id_/http://szb.cnssiot.cn/Content/themes/mobileslide/js/slidedata.js: URLError: <urlopen error timed out> | http://szb.cnssiot.cn/Content/themes/mobileslide/js/slidedata.js?t=20200930: URLError: <urlopen error [Errno -2] Name or service not known> | https://szb.cnssiot.cn/Content/themes/mobileslide/js/slidedata.js?t=20200930: URLError: <urlopen error [Errno -2] Name or service not known>
http://szb.cnssiot.cn/Content/themes/mobileslide/js/weixinshare2019.js?t=20190409,unrecovered,,,,,,,,,,https://web.archive.org/web/20220928010853id_/http://szb.cnssiot.cn/Content/themes/mobileslide/js/weixinshare2019.js?t=20190409: HTTPError: HTTP Error 404: NOT FOUND | https://web.archive.org/web/20220928010853id_/http://szb.cnssiot.cn/Content/themes/mobileslide/js/weixinshare2019.js: HTTPError: HTTP Error 404: NOT FOUND | http://szb.cnssiot.cn/Content/themes/mobileslide/js/weixinshare2019.js?t=20190409: URLError: <urlopen error [Errno -2] Name or service not known> | https://szb.cnssiot.cn/Content/themes/mobileslide/js/weixinshare2019.js?t=20190409: URLError: <urlopen error [Errno -2] Name or service not known>
http://szb.cnssiot.cn/Content/themes/mobileslide/js/calendarstartblue.js,unrecovered,,,,,,,,,,https://web.archive.org/web/20220928010853id_/http://szb.cnssiot.cn/Content/themes/mobileslide/js/calendarstartblue.js: HTTPError: HTTP Error 404: NOT FOUND | http://szb.cnssiot.cn/Content/themes/mobileslide/js/calendarstartblue.js: URLError: <urlopen error [Errno -2] Name or service not known> | https://szb.cnssiot.cn/Content/themes/mobileslide/js/calendarstartblue.js: URLError: <urlopen error [Errno -2] Name or service not known>
http://szb.cnssiot.cn/Comja/pubmobile.js,unrecovered,,,,,,,,,,https://web.archive.org/web/20220928010853id_/http://szb.cnssiot.cn/Comja/pubmobile.js: HTTPError: HTTP Error 404: NOT FOUND | http://szb.cnssiot.cn/Comja/pubmobile.js: URLError: <urlopen error [Errno -2] Name or service not known> | https://szb.cnssiot.cn/Comja/pubmobile.js: URLError: <urlopen error [Errno -2] Name or service not known>
http://szb.cnssiot.cn/jquery/readtitle,unrecovered,,,,,,,,,,https://web.archive.org/web/20220928010853id_/http://szb.cnssiot.cn/jquery/readtitle: HTTPError: HTTP Error 404: NOT FOUND | http://szb.cnssiot.cn/jquery/readtitle: URLError: <urlopen error [Errno -2] Name or service not known> | https://szb.cnssiot.cn/jquery/readtitle: URLError: <urlopen error [Errno -3] Temporary failure in name resolution>
