post_id,view,source_url,media_url
blog_4c4fc7d901011cp9,desktop_https,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,http://s12.sinaimg.cn/middle/4c4fc7d9hb626902713eb&690
blog_4c4fc7d901011cp9,desktop_http,http://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,http://s12.sinaimg.cn/middle/4c4fc7d9hb626902713eb&690
